id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7313679206,https://tampa.craigslist.org/hil/cto/d/clearwater-2010-mercury-milan-ice-air/7313679206.html,tampa bay area,https://tampa.craigslist.org,3900,2010.0,mercury,milan,like new,,gas,169000.0,clean,automatic,,,,sedan,white,https://images.craigslist.org/00000_k02RAtflGhnz_0CI0t2_600x450.jpg,"Se habla Español llame hoy lindo Mercury Milan super limpo, llame hoy  show contact info  Louie I have for sale a very nice 2010 Mercury Milan sedan that is very clean inside and out. It runs and drives perfect with ice cold ac. It has keyless entry, pwr windows and locks, cd player etc. It has 169k miles and is priced to sell at only $3,900 cash!  Please call or message me anytime at  show contact info  thanks!!",,fl,27.9902,-82.7433,2021-04-27T22:53:03-0400
7304296203,https://fortmyers.craigslist.org/chl/ctd/d/sarasota-2015-ford-250-f250-250-srw/7304296203.html,ft myers / SW florida,https://fortmyers.craigslist.org,68788,2015.0,ford,f-250,,,diesel,31236.0,clean,automatic,1FT7W2BT2FEA67775,4wd,,pickup,,https://images.craigslist.org/00707_gS1GXl7y42Iz_0cU07f_600x450.jpg,"2015 Ford F-250 F250 F 250 SRW PLATINUM 4x4 TURBO DIESEL LIFTED LOADED LOW MILES     Offered by: Gulf Coast Auto Brokers — (941) 269-3749 — $68,788     PLEASE CALL US WITH ANY QUESTIONS AT 941 926 8444   Gulf Coast Auto Brokers    Year: 2015 Make: Ford Model: F-250 SRW Series: PLATINUM 4x4 TURBO DIESEL LIFTED LOADED LOW MILES VIN: 1FT7W2BT2FEA67775 Stock #: FEA67775 Condition: Used Mileage: 31,236    Body: Pickup Truck Transmission: Automatic  Drivetrain: 4wd     ⭐️⭐️🚗 🚙🚕GULF COAST AUTO SALES 🚕 🚙 🚗 ⭐️⭐️ 🔹🔹📲 ☎️️ CALL OR TEXT US (941) 269-3749 📲 ☎️️🔹🔹 ✅ CLEAN CARS - EXCELLENT PRICES - WORLD-CLASS SERVICE! ✅ FIRST TIME BUYER PROGRAM! ✅ WE WORK WITH REPOS AND BANKRUPTCIES! 🔥🔥🔥 GET APPROVED!! APPLY HERE! 🔥🔥🔥 ↪ https://www.gulfcoastsarasota.com/car-loans-in-sarasota-fl ✅ TRADE-INS WELCOME! TOP DOLLAR FOR YOUR TRADE! ✅ REBUILD YOUR CREDIT! EVERYONE DESERVES A SECOND CHANCE! ✅ FRIENDLY NO PRESSURE STAFF - FAST AND EASY PURCHASE! 🔥🔥🔥CHECK OUT OUR INVENTORY!🔥🔥🔥 ↪ https://www.gulfcoastsarasota.com/used-cars-sarasota-fl ⭐️⭐️ 📲 ☎️️ CALL OR TEXT (941) 269-3749 📲 ☎️️ ⭐️⭐️       More vehicle details: gulf-coast-auto-fl.hammerwebsites.net/v/cnUx4yqS     Address: 4347 Clark Rd Sarasota, FL 34233   Phone: (941) 269-3749     Website: www.gulfcoastsarasota.com      📲 ☎️ Call or text (941) 269-3749 for quick answers to your questions about this Ford F-250 SRW Your message will always be answered by a real human — never an automated system.     Disclaimer: Gulf Coast Auto Brokers will never sell, share, or spam your mobile number. Standard text messaging rates may apply.       2015 Ford F-250 SRW PLATINUM 4x4 TURBO DIESEL LIFTED LOADED LOW MILES   d52348bfeb1d49e18d3a19834aaedfeb",,fl,27.26977,-82.48229,2021-04-09T14:42:04-0400
7312289104,https://albuquerque.craigslist.org/ctd/d/albuquerque-2018-ford-escape-sel-sport/7312289104.html,albuquerque,https://albuquerque.craigslist.org,19990,2018.0,ford,escape sel sport utility 4d,good,,gas,24380.0,clean,automatic,1FMCU9HD0JUC79498,4wd,,other,black,https://images.craigslist.org/00o0o_gIdsTcCInJxz_0gw0co_600x450.jpg,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. Vehicle Stock# 2000851840📱 Want to instantly check this car’s availability? Call us at  505-370-9701Just text that stock number to 855-976-4304 or head to http://www.carvanaauto.com/6956309-75073 and plug it into the search bar!Get PRE-QUALIFIED for your auto loan in 2 minutes - no hit to your credit:http://finance.carvanaauto.com/6956309-75073Looking for more cars like this one? We have 397 Ford Escape in stock for as low as $10990!Why buy with Carvana? We have one standard: the highest. Take a look at just some of the qualifications all of our cars must meet before we list them.150-POINT INSPECTION: We put each vehicle through a 150-point inspection so that you can be 100% confident in its quality and safety. See everything that goes into our inspections at:http://www.carvanaauto.com/6956309-75073NO REPORTED ACCIDENTS: We do not sell cars that have been in a reported accident or have a frame or structural damage.7 DAY TEST OWN MONEY BACK GUARANTEE: Every Carvana car comes with a 7-day money-back guarantee. Why? It takes more than 15-minutes to make a decision on your next car. Learn more about test owning at http://about.carvanaauto.comFLEXIBLE FINANCING, TRADE INS WELCOME: We’re all about real-time financing without the middle man. Need financing? Pick a combination of down and monthly payments that work for you. Have a trade-in? We’ll give you a value in 2 minutes. Check out everything about our financing at:http://finance.carvanaauto.com/6956309-75073COST SAVINGS: Carvana's business model has fewer expenses and no bloated fees compared to your local dealership. See how much we can save you at http://about.carvanaauto.comPREMIUM DETAIL: We go the extra mile so that your car is looking as good as new. There are a lot of specifics that we won’t list here (we wash, clean, buff, paint, polish, wax, seal), but trust us that when your car arrives, it’s going to look sweet.Vehicle Info for Stock# 2000851840Trim: SEL Sport Utility 4D suvMileage: 24k milesExterior Color: BlackInterior Color: BLACKEngine: EcoBoost 1.5L Turbo I4 179hp 177ft. lbs.Drive: 4wdTransmission: Auto, 6-Spd w/SelShftVIN: 1FMCU9HD0JUC79498Dealer Disclosure: Price excludes tax, title, and registration (which we handle for you).Disclaimer: You agree that by providing your phone number, Carvana, or Carvana’s authorized representatives*, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from Carvana. While every reasonable effort is made to ensure the accuracy of the information for this Ford Escape, we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with Carvana at 505-370-9701*Including, but not limited to, Bridgecrest Credit Company, GO Financial and SilverRock Automotive.*Ford* *Escape* *SEL* *Ford* *Escape* *FWD* *Ford* *Escape* *Limited* *Ford* *Escape* *Titanium* *Ford* *Escape* *XLT* *Ford* *Escape* *2.3L* *Hybrid* *Ford* *Escape* *Plug* *in* *Hybrid* *Ford* *Escape* *E85* *Ford* *Escape* *XLS* *Crossover* *SUV* 2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00",,nm,35.11,-106.62,2021-04-25T07:41:06-0600
7316774765,https://tucson.craigslist.org/cto/d/tucson-2000-gmc-safari/7316774765.html,tucson,https://tucson.craigslist.org,2900,2000.0,gmc,safari,,6 cylinders,gas,189000.0,clean,automatic,,rwd,,van,,https://images.craigslist.org/01616_2vDoXKxZpLlz_0CI0t2_600x450.jpg,"2000 GMC SAFARI JUST PASSED EMISSIONS, 189K MILES, COLD A/C, SEATS 7, GOOD TIRES, RUNS AND DRIVES GOOD    CALL 520 SEVEN NINE ZERO 0277",,az,32.2127,-110.8829,2021-05-04T09:30:39-0700
7314927546,https://syracuse.craigslist.org/ctd/d/oswego-2012-gmc-acadia-slt-awd-southern/7314927546.html,syracuse,https://syracuse.craigslist.org,10295,2012.0,gmc,acadia slt awd,,6 cylinders,gas,121254.0,clean,automatic,1GKKVRED0CJ161459,,,,,https://images.craigslist.org/00H0H_6J4OvGYYtbmz_0CI0t2_600x450.jpg,"2012 GMC Acadia Trim SLT Sport Utility 4D Mileage 121,254 Body Type SUV Fuel Type Gasoline Transmission Automatic, 6-Spd w/Overdrive Engine V6, 3.6 Liter Drive Train AWD Stock # R21039 VIN 1GKKVRED0CJ161459 Exterior Color White Interior Color Tan  ***Check out our website www.rmccars.com*** **We can issue NEW PLATES and TRANSFER your old plates!!**  2012 GMC Acadia SLT AWD all Pennsylvania and New Jersey history with no accidents. New car store trade-in vehicle fully loaded with heated front seats, power moonroof, bluetooth for handsfree calling, back up camera. Runs and drives great tires have very good tread. **We are a Carfax Advantage Dealership Ask Us For The Carfax!!** Comes with a brand new NYS Inspection. Give us a call or text us today to make a appointment 315-Seven49-3210 you can also visit our website www.rmccars.com  Preferred Pkg Traction Control StabiliTrak ABS (4-Wheel) Anti-Theft System Keyless Entry Keyless Start Air Conditioning Air Conditioning, Rear Power Windows Power Door Locks Cruise Control Power Steering Tilt & Telescoping Wheel AM/FM Stereo CD/MP3 (Single Disc) Premium Sound SiriusXM Satellite Bluetooth Wireless OnStar Parking Sensors Backup Camera Dual Air Bags Side Air Bags F&R Head Curtain Air Bags Heated Seats Dual Power Seats Leather Daytime Running Lights Fog Lights Roof Rack Alloy Wheels  ***We are a Carfax Advantage Dealership Ask Us For The Carfax!!**  Reina Motor Car 5787 St Rt 104 Oswego NY 315-Seven49-3210 www.rmccars.com By appointment please.  Visit us online at www.rmccars.com for our selection of mostly out of state vehicles.  Happy customers from Auburn, Mattydale, Lowville, Carthage, Utica, Fulton, Cortland, Rome, New Hartford, Dewitt, Oswego, Fort Drum, Ogdensburg, Oneida, Ithaca, Cortland, Clinton, Theresa, Binghamton, Albany, Potsdam, Ilion, St Johnsville, Richfield Springs, Tully, Lafayette, Camden, Phoenix, Syracuse, Liverpool, Camillus, Central Square, Watertown, Buffalo and Rochester.  Explorer. Trailblazer, CRV, RAV 4, Santa Fe, 4x4, AWD, Ford, Expedition, Lincoln, Chevrolet, Chevy",,ny,43.460868,-76.454372,2021-04-30T14:20:25-0400
7302759278,https://chattanooga.craigslist.org/ctd/d/chattanooga-2019-jeep-renegade-sport/7302759278.html,chattanooga,https://chattanooga.craigslist.org,21990,2019.0,jeep,renegade sport suv 4d,good,,gas,13869.0,clean,other,ZACNJBAB0KPK69737,4wd,,other,silver,https://images.craigslist.org/00k0k_3LmjUmhQSLEz_0gw0co_600x450.jpg,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. Vehicle Stock# 2000928140📱 Want to instantly check this car’s availability? Call us at  423-453-3309Just text that stock number to 855-976-4304 or head to http://www.carvanaauto.com/6890669-74532 and plug it into the search bar!Get PRE-QUALIFIED for your auto loan in 2 minutes - no hit to your credit:http://finance.carvanaauto.com/6890669-74532Looking for more cars like this one? We have 153 Jeep Renegade in stock for as low as $12990!Why buy with Carvana? We have one standard: the highest. Take a look at just some of the qualifications all of our cars must meet before we list them.150-POINT INSPECTION: We put each vehicle through a 150-point inspection so that you can be 100% confident in its quality and safety. See everything that goes into our inspections at:http://www.carvanaauto.com/6890669-74532NO REPORTED ACCIDENTS: We do not sell cars that have been in a reported accident or have a frame or structural damage.7 DAY TEST OWN MONEY BACK GUARANTEE: Every Carvana car comes with a 7-day money-back guarantee. Why? It takes more than 15-minutes to make a decision on your next car. Learn more about test owning at http://about.carvanaauto.comFLEXIBLE FINANCING, TRADE INS WELCOME: We’re all about real-time financing without the middle man. Need financing? Pick a combination of down and monthly payments that work for you. Have a trade-in? We’ll give you a value in 2 minutes. Check out everything about our financing at:http://finance.carvanaauto.com/6890669-74532COST SAVINGS: Carvana's business model has fewer expenses and no bloated fees compared to your local dealership. See how much we can save you at http://about.carvanaauto.comPREMIUM DETAIL: We go the extra mile so that your car is looking as good as new. There are a lot of specifics that we won’t list here (we wash, clean, buff, paint, polish, wax, seal), but trust us that when your car arrives, it’s going to look sweet.Vehicle Info for Stock# 2000928140Trim: Sport SUV 4D suvMileage: 13k milesExterior Color: SilverInterior Color: BLACKEngine: Tigershark 2.4L I4 180hp 175ft. lbs.Drive: 4wdTransmission: VIN: ZACNJBAB0KPK69737Dealer Disclosure: Price excludes tax, title, and registration (which we handle for you).Disclaimer: You agree that by providing your phone number, Carvana, or Carvana’s authorized representatives*, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from Carvana. While every reasonable effort is made to ensure the accuracy of the information for this Jeep Renegade, we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with Carvana at 423-453-3309*Including, but not limited to, Bridgecrest Credit Company, GO Financial and SilverRock Automotive.*Jeep* *Renegade* *Sport* *Jeep* *Renegade* *Latitude* *Jeep* *Renegade* *Limited* *Cross* *Over* *SUV* 2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00",,tn,35.06,-85.25,2021-04-06T15:21:35-0400
7312084350,https://lincoln.craigslist.org/ctd/d/lincoln-2002-chevy-tahoe/7312084350.html,lincoln,https://lincoln.craigslist.org,4900,2002.0,chevrolet,tahoe,,,gas,176000.0,salvage,automatic,,,,,,https://images.craigslist.org/00Z0Z_c3h8RS3Fh8az_0CI0t2_600x450.jpg,"2002 Chevy Tahoe  Up for sale is a 2002 Chevy Tahoe. It is stocked with a 5.0L v8 4WD engine that makes it a perfect Nebraska car for the winter and summer. Come take it for a spin here in Lincoln at Liberty Auto Sales at 3255 S 10th St, Lincoln, NE 68502  Year: 2002 Make: Chevy Model: Tahoe Color: Green Engine: 5.0 v8 Drive: 4 wheel drive Cylinder: 8 Door: 4 Seats: 5 Miles: 176K Vin: 1gnek13z02j239052 Title: Previously salvage title  Contact Liberty auto sales 3255 S. 10th street Lincoln, NE 68502  402 420 0777 office 402 304 2496 cell  libertyautosale.com",,ne,40.7893,-96.6938,2021-04-24T16:23:04-0500
7314334357,https://spokane.craigslist.org/ctd/d/otis-orchards-2019-ford-150-4x4-4wd/7314334357.html,spokane / coeur d'alene,https://spokane.craigslist.org,42995,2019.0,ford,f-150,,8 cylinders,gas,9343.0,clean,automatic,1FTEW1E57KKD78080,4wd,,truck,,https://images.craigslist.org/01010_iB3OtAUSfynz_0gw0co_600x450.jpg,"George Gee Liberty Lake        STOCK #:  16972T              CALL:  (509) 424-5984 📞 COPY THIS LINK AND PASTE TO YOUR BROWSER FOR MORE INFORMATION:             http://atmxi.com/721043/2980019I420 💥 SPECIFICATIONS 💥          YEAR:   2019         MAKE:   Ford     MODEL:   F-150   STOCK #:   16972T              VIN:   1FTEW1E57KKD78080          TRIM:   XLT  MILEAGE:   9,343      COLOR:   White /          BODY:   SuperCrew       TRANS:   10-Speed Automatic         AD ID:   2ABB1E255056A981    ENGINE:   5 8  Cyl          FUEL:   Flex Fuel       DRIVE:   4WD          MPG:    City /  HwyWhite 2019 Ford F-150 XLT 4WD 10-Speed Automatic 5.0L V8 4WD, ABS brakes, Alloy wheels, Compass, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote keyless entry, Remote Start System, Traction control, Bluetooth, Backup Camera, and according to Carfax this is a One Owner Vehicle.What makes Gee different? At George Gee, we believe it's the experience- from the second you set foot on the lot throughout the life of your car. We are committed to redefining this experience, setting a higher standard, and changing the way people buy cars. Our goal is simple: Customers for life. This is the motivation behind a truly one of a kind sales experience, designed to create a pressure-free environment where each visitor is treated more like a guest than just another customer. When you drive with Gee, you drive with the confidence that you are backed by a company that stands behind its products and services. Please contact our internet department at 509.927.1000 to schedule a test drive, we look forward to meeting you soon! Odometer is 18481 miles below market average! 💥 FINANCE / TRADE IN 💥  🚗 For FAST approvals fill out our Online Credit Application! * Copy this link into your browser: ↪ http://atmxi.com/financing/4480 🚗 Get a market value of your trade-in: * Copy this link into your browser: ↪ http://atmxi.com/autos/4480 🚗 Check out our full inventory for more vehicles priced to move. * Copy this link into your browser: ↪ http://atmxi.com/inventory/4480 🚗  This Vehicle was Hand Selected, Technician Inspected, And Priced to Sell🚗  Warranties available! 📋  CARFAX Available on this 2019 Ford F-150  Website: http://atmxi.com/dealer/4480Phone: (509) 424-5984 💥 FEATURES 💥 6 SpeakersAM/FM radioRadio data systemRadio: AM/FM Stereo w/6 SpeakersAir ConditioningPower steeringPower windowsRemote keyless entrySteering wheel mounted audio controlsSpeed-sensing steeringTraction control4-Wheel Disc BrakesABS brakesDual front impact airbagsDual front side impact airbagsEmergency communication system: SYNC 3 911 AssistFront anti-roll barFront wheel independent suspensionLow tire pressure warningOccupant sensing airbagOverhead airbagRemote Start SystemBrake assistElectronic Stability ControlExterior parking camera rear: With Dynamic Hitch AssistAuto High-beam HeadlightsDelay-off headlightsFront fog lightsFully automatic headlightsPanic alarmSecurity systemSpeed controlBumpers: chromePower door mirrorsRear step bumperAppLink/Apple CarPlay and Android AutoCompassDriver door binDriver vanity mirrorIlluminated entryOutside temperature displayPassenger vanity mirrorSYNC 3TachometerTelescoping steering wheelTilt steering wheelVoltmeterSplit folding rear seatFront Center Armrest w/StoragePassenger door binAlloy wheelsWheels: 17"" Silver Painted AluminumVariably intermittent wipers DEALER ADDRESSGeorge Gee Liberty Lake 21502 E George Gee Ave Liberty Lake, WA 99019 License # 603165820Call today!(509) 424-5984 📞 Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, and Delivery Fee. A negotiable documentary service fee in an amount up to $150 may be added to the sale price or capitalized cost. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.    F 150, four wheel drive, 4 wheel drive, pickup, 4dr, 4 door, four door, Used Trucks, Used Vehicles, automatics, 2015, 15, 2016, 16, 2017, 17, 2018, 18, 2019, 19, 2020, 20, 2021, 21, 2022, 22 AD ID: 2ABB1E255056A981   Powered by Automoxie.com",,id,47.670516,-117.115266,2021-04-29T08:38:54-0700
7312469512,https://ventura.craigslist.org/cto/d/ventura-1971-karmann-ghia-excell/7312469512.html,ventura county,https://ventura.craigslist.org,12500,1971.0,,karmann ghia,excellent,4 cylinders,gas,16000.0,clean,manual,,rwd,compact,coupe,red,https://images.craigslist.org/00303_8TOwD3PcuwCz_0CI0mx_600x450.jpg,"This is an excellent running and original 1971 Karmann Ghia... -0-Rust Californis car with the original Blue Ca.Plate... It has been in a dry San Francisco garage for the last 20 years and has recently put back on the road... Excellent Michelin tires with new brakes,hoses,alignment... etc. Has the original working VW factory radio and a working Pioneer,cassette player ... Has original jack and handle,all owners manuals,Sales receipts.service books etc.. This car is a pleasure to drive and I was touring recently at 80mph ..... Smooth and no vibration... There is no rust ever-perfect floor pans and rockers,etc. There is a small rust hole directly below the battery +post and I will repair tomorrow..Very minor about 1"" round.. There is a new muffler installed... This car was painted with a medium quality paint job in the 90's and still looks good but i would expect it to be repainted properly with a better repair on the right rear fender,which is a poor repair of what was minor damage......An excellent driver just as it is... Transmission is flawless-shifts smooth and excellent synchros... Currently Registered and clear title.. I have experience shipping and will deliver this car to West Coast Shipping in Richmond CA. for $50... Shipping to most European ports is about $1300...",,ca,34.3308,-119.3584,2021-04-25T12:26:58-0700
7314545460,https://rockford.craigslist.org/ctd/d/rockford-2007-chevrolet-cobalt/7314545460.html,rockford,https://rockford.craigslist.org,3000,2007.0,chevrolet,cobalt lt,good,4 cylinders,gas,144466.0,clean,automatic,,fwd,compact,sedan,silver,https://images.craigslist.org/00404_bQyva4dRlEHz_0gw0co_600x450.jpg,"Nice ride for $3000 - Cash Special! 2007 CHEVROLET COBALT     Vehicle Information  Make: CHEVROLET Model: COBALT Trim: LT Exterior Color: SILVER Engine: 2.2L Fuel: Gasoline Transmission: Automatic Drive: FWD Miles: 144,466 VIN: 1G1AL55F577271183 Stock #: 13909    Dealership Info Come to  CARLYLE AUTO SALES  151 S Alpine Rd  Rockford, IL 61108> OR CALL PENNY AT Phone: 815-398-5010  Price:   $3,000.00       Features Air Conditioning; Power Windows; Power Locks; Power Steering; AM/FM CD/MP3; Satellite; Passive engine immobilizer; Dual Front Airbags; Passenger Sensor; Active Belts; All Wheel ABS        CARLYLE AUTO    2007 CHEVROLET COBALT - Stock # 13909 Offered by: CARLYLE AUTO 22921-13909-80469-5875060",,il,42.263406,-89.029306,2021-04-29T16:47:26-0500
